"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.5613,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.4693,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.2446,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.0467,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-08",101.7985,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.4782,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.3676,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.5577,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.6206,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.3284,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.4643,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.83324,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.25143,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.29707,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.00439,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.26199,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.26743,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.58034,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.76966,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.79274,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.1193,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.58038,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.95048,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.5517,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.3199,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.9863,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.3126,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.0505,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.8382,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.5193,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-10",101.0757,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.5396,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2021-12",100.0921,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.50295,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.38961,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-03",96.65012,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-04",95.76426,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-05",95.45708,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-06",95.1488,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-07",94.73196,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-08",94.09634,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-09",93.63983,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-10",93.90143,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-11",94.76434,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2022-12",95.9151,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.2653,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-02",104.1084,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-03",104.0957,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-04",104.214,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-05",104.1752,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-06",103.9251,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-07",103.5877,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-08",103.2125,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-09",103.0037,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.6628,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.3716,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2000-12",102.2643,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-01",102.1345,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-02",102.0044,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.9829,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-04",101.9884,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-05",101.9195,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-06",101.8943,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-07",101.9385,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-08",102.0521,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-09",102.2187,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-10",102.3062,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-11",102.538,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2001-12",102.7812,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-01",103.0069,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-02",102.9116,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-03",102.5601,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-04",102.1419,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-05",102.0776,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-06",102.202,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-07",102.4391,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-08",102.4609,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-09",102.3188,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-10",102.2048,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-11",102.1181,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2002-12",102.0206,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-01",101.8545,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-02",101.6137,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-03",101.3736,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-04",101.3553,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-05",101.4055,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-06",101.3951,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-07",101.4131,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-08",101.3836,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-09",101.2237,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.9961,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.661,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.5346,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.9046,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.3964,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.9471,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-04",102.1372,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.9707,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.7123,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.6327,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.7512,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.9423,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.8308,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.5652,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.3718,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.3457,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.3584,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-03",101.3696,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-04",101.3057,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-05",101.1977,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.9466,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.771,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.4802,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.071,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.76057,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.8793,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.2174,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.5309,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.4882,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.3213,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.42,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.6296,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.8182,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.8295,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.756,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.7242,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.6826,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7056,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8036,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.8734,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.9531,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-03",101.057,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-04",101.0146,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-05",101.005,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.9611,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.9864,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.0458,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.2936,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-10",101.2399,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.9421,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.733,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.595,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-02",100.369,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-03",100.1241,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-04",99.81215,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.41853,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.05637,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.98006,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.76612,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.35352,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.90459,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.9325,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.36512,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.74796,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.77562,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.8731,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.13611,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.31506,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.4483,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-07",99.56086,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.77574,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.1877,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.5535,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.3546,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.77675,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.07941,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.2646,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-03",97.4073,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-04",96.73709,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-05",96.19188,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-06",95.97944,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-07",96.07707,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-08",96.17251,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-09",96.01432,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-10",95.77818,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-11",95.50539,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-12",95.24397,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-01",95.32142,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-02",95.54704,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-03",95.63683,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-04",95.54465,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-05",95.29099,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-06",94.95996,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-07",94.88524,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-08",94.97614,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-09",94.77878,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-10",94.24068,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-11",93.88094,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-12",93.75322,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-01",93.75111,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-02",93.66801,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-03",93.76952,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-04",93.99393,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-05",94.33955,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-06",94.77608,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-07",95.1298,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-08",95.1767,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-09",94.83183,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-10",94.4419,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-11",94.24755,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-12",94.24366,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-01",94.44162,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-02",94.64236,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-03",94.75445,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-04",94.85124,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-05",94.99101,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-06",94.91639,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-07",94.81085,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-08",94.7487,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-09",94.84131,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-10",95.06847,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-11",95.22653,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-12",95.39371,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-01",95.6227,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-02",96.00431,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-03",96.56068,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.02664,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-05",97.40683,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-06",97.69975,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-07",97.80284,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.62685,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.42726,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-10",97.55943,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-11",97.72752,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-12",97.81657,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.25389,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.05096,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.40691,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.01611,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.44548,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-06",97.73292,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-07",96.89004,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-08",96.05795,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-09",95.69843,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-10",95.76933,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-11",95.89399,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-12",96.07797,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-01",96.06835,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-02",95.99805,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-03",95.90663,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-04",95.89207,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-05",96.07999,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-06",96.27151,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-07",96.21712,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-08",96.04968,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-09",96.05376,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-10",96.14046,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-11",96.06066,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-12",95.97005,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-01",95.73499,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-02",95.48476,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-03",95.41212,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-04",95.60261,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-05",95.84917,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-06",96.14063,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-07",96.59155,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-08",97.02875,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-09",97.35493,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-10",97.57327,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-11",97.63771,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-12",97.65561,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-01",97.606,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-02",97.57969,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-03",97.5845,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-04",97.68015,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-05",97.79697,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-06",97.88461,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-07",98.01252,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-08",98.20082,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-09",98.69978,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-10",99.47559,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-11",99.94228,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.1548,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.098,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.88133,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.79576,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.87859,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.2299,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.9026,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.9313,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-08",102.9444,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-09",103.562,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-10",103.862,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-11",103.8581,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2019-12",103.6617,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-01",103.1454,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.3711,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-03",101.02,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.72287,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-05",99.27995,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-06",99.40503,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.46712,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.39735,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.13811,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.94355,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.81061,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.8908,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.86271,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-02",98.82954,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.12988,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.75987,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.5481,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.7292,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.3965,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-08",99.94008,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-09",99.47033,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-10",99.1925,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.12978,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.08875,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.89866,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.49319,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.78822,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-04",97.30455,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-05",97.17554,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-06",97.1012,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-07",97.02031,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-08",97.0219,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-09",97.04585,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-10",97.03072,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-11",97.29715,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.6532,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.94263,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",98.83752,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",98.65061,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",98.34669,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",98.15784,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",98.18119,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",98.22276,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",98.16599,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",98.21875,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",98.42458,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",98.67346,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",98.99377,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",99.36912,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.52923,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.38157,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",99.01439,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",98.46664,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",97.83995,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",97.63031,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",97.59387,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",97.55173,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",97.3638,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",97.30474,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",97.47852,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",97.69803,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",97.92218,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",98.09478,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",98.19826,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",98.12994,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",97.95885,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",98.00555,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",98.11251,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",98.31882,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",98.4456,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",98.61231,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",98.77941,
"BRA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",98.87084,
